-163,67, PERMA ,1195,31.77,12.7,10.68,7.28,8.04,1.57,0.95,0.84,0.78,0.78, CN , NAMERICA 
-163,67.5, PERMA ,1171,13.3,9.15,7.1,2.36,0,1,0.75,0.42,0.14,0, CN , NAMERICA 
-163,68, PERMA ,1146,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-163,68.5, PERMA ,1120,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-163,69, PERMA ,1095,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-163,69.5, PERMA ,1070,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-162.5,65, PERMA ,1294,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-162.5,65.5, PERMA ,1270,19.33,8.6,17.12,15.43,11.53,0.93,0.95,1.86,1.52,1.15, CN , NAMERICA 
-162.5,67, PERMA ,1195,39.2,38.35,36.66,36.83,37.61,2.27,2.35,2.42,2.28,2.32, CN , NAMERICA 
-162.5,67.5, PERMA ,1171,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-162.5,68, PERMA ,1146,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-162.5,68.5, PERMA ,1120,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-162.5,69, PERMA ,1095,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-162.5,69.5, PERMA ,1070,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-162,65, PERMA ,1294,34.17,29.25,24.04,16.61,19.33,1.63,1.6,1.52,1.98,2.06, CN , NAMERICA 
-162,65.5, PERMA ,1270,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-162,66.5, PERMA ,1220,32.27,20.5,17.12,13.65,13.44,2.23,1.45,1.3,1.16,1.15, CN , NAMERICA 
-162,67, PERMA ,1195,34.47,31.45,24.68,18.64,18.03,1.87,1.7,1.28,1,0.98, CN , NAMERICA 
-162,67.5, PERMA ,1171,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-162,68, PERMA ,1146,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-162,68.5, PERMA ,1120,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-162,69, PERMA ,1095,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-162,69.5, PERMA ,1070,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-161.5,65, PERMA ,1294,19.33,8.6,17.12,15.43,11.53,0.93,0.95,1.86,1.52,1.15, CN , NAMERICA 
-161.5,65.5, PERMA ,1270,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-161.5,66, PERMA ,1245,19.33,8.6,17.12,15.43,11.53,0.93,0.95,1.86,1.52,1.15, CN , NAMERICA 
-161.5,66.5, PERMA ,1220,38.77,37.9,36.38,36.66,37.46,2.23,2.3,2.4,2.29,2.33, CN , NAMERICA 
-161.5,67, PERMA ,1195,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-161.5,67.5, PERMA ,1171,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-161.5,68, PERMA ,1146,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-161.5,68.5, PERMA ,1120,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-161.5,69, PERMA ,1095,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-161.5,69.5, PERMA ,1070,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-161,65, PERMA ,1294,0,0,0,0,0,0,0,0,0,0, CN , NAMERICA 
-161,65.5, PERMA ,1270,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-161,66, PERMA ,1245,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-161,66.5, PERMA ,1220,19.33,8.6,17.12,15.43,11.53,0.93,0.95,1.86,1.52,1.15, CN , NAMERICA 
-161,67, PERMA ,1195,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-161,67.5, PERMA ,1171,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-161,68, PERMA ,1146,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-161,68.5, PERMA ,1120,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-161,69, PERMA ,1095,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-161,69.5, PERMA ,1070,19.33,8.6,17.12,15.43,11.53,0.93,0.95,1.86,1.52,1.15, CN , NAMERICA 
-160.5,65, PERMA ,1294,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
